Disease,Source,Statement,Content, Date, Link
Malaria cases,The Hindu,Basti dawakhanas to resume services,OP timings in PHCs to increase,August 21| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-telangana/basti-dawakhanas-to-resume-services/article32408570.ece
Malaria cases,The Hindu,Evening clinics to resume at basti dawakhanas,OP timings in PHCs to increase,August 20| 2020,https://www.thehindu.com/news/national/telangana/evening-clinics-to-resume-at-basti-dawakhanas/article32406893.ece
Malaria cases,The Hindu,Health Minister reviews meeting on seasonal diseases,Eatala tells to focus on agency areas and take up anti-larvae operations,August 19| 2020,https://www.thehindu.com/news/national/telangana/health-minister-reviews-meeting-on-seasonal-diseases/article32397076.ece
Malaria cases,The Hindu,Words of wisdom: books that bring the focus back to illnesses and infections,Books that bring the focus back to the moment,August 18| 2020,https://www.thehindu.com/books/books-that-focus-on-pandemics-and-after-effects/article32383015.ece
Malaria cases,The Hindu,4G SIM cards without smart phones disconnect Haryana’s ASHA workers,Crucial in govt.’s efforts to combat COVID-19| the workers cannot afford smart phones needed for wor...,August 17| 2020,https://www.thehindu.com/news/national/other-states/4g-sim-cards-without-smart-phones-disconnect-haryanas-asha-workers/article32377660.ece
Malaria cases,The Hindu,Democrat Joe Biden chooses U.S. Senator Kamala Harris as running mate,Kamala Harris joins Joe Biden in the 2020 race at a moment of unprecedented national crisis,August 12| 2020,https://www.thehindu.com/news/international/joe-biden-picks-kamala-harris-as-running-mate/article32330524.ece
Malaria cases,NDTV NEWS,Delhi Reports 45 Malaria| 35 Dengue Cases,Forty-five cases of malaria and 35 of dengue have been reported in the national capital this year till August 8| according to a municipal report released on Monday.,Tuesday August 11| 2020,https://www.ndtv.com/delhi-news/delhi-reports-45-malaria-35-dengue-cases-2277419
Malaria cases,NDTV NEWS,31 Dengue Cases In Delhi Till August 1; Fever Clinics Set Up| Campaign Intensified,Over 30 cases of dengue have been reported in the national capital till August 1 this year| even as the civic bodies have set up separate fever clinics to attend to patients afflicted with the vector-borne disease| authorities said on Thursday.,Thursday August 6| 2020,https://www.ndtv.com/delhi-news/31-dengue-cases-in-delhi-till-august-1-fever-clinics-set-up-campaign-intensified-2275444
Malaria cases,NDTV NEWS,Malaria Deaths Could Double During Coronavirus Pandemic| Warns WHO,The new coronavirus pandemic could severely disrupt access to anti-malaria nets and drugs in sub-Saharan Africa| the World Health Organization said Thursday| warning that malaria deaths risked doubling if efforts are not urgently scaled up.,Thursday April 23| 2020,https://www.ndtv.com/world-news/coronavirus-who-warns-malaria-deaths-could-double-during-coronavirus-pandemic-in-sub-saharan-africa-2217246
Malaria cases,NDTV NEWS,North Delhi Civic Body Kicks Off Dengue| Malaria Awareness Programme,In view of recent dengue cases in the city| the civic body in North Delhi Tuesday launched an awareness programme on vector-borne diseases that will be carried out across all its municipal wards.,Wednesday May 29| 2019,https://www.ndtv.com/delhi-news/north-delhi-civic-body-kicks-off-dengue-malaria-awareness-programme-2044514
Malaria cases,NDTV NEWS,World Malaria Day: World's First Malaria Vaccine Launched In Africa,World Malaria Day: In clinical trials| the vaccine was found to prevent about four in ten malaria cases| including three in ten cases of life-threatening severe malaria: reports.,Thursday April 25| 2019,https://www.ndtv.com/health/world-malaria-day-worlds-first-malaria-vaccine-launched-in-africa-2027845
Malaria cases,NDTV NEWS,Can Death By Mosquito Bite Be Considered An Accident? Top Court Decides,Death due to malaria in Mozambique| which accounts for 5 per cent of cases of malaria globally| cannot be considered an accident| the Supreme Court held Tuesday while deciding on a case related to insurance payout.,Tuesday March 26| 2019,https://www.ndtv.com/india-news/malaria-death-in-mozambique-cannot-be-considered-an-accident-rules-supreme-court-2013298
Malaria cases,NDTV NEWS,Delhi Records 2|406 Dengue Cases| Doctors Advise Precautions,At least 260 fresh cases of dengue have been reported over the last one week in Delhi| taking the total number of people diagnosed with the vector-borne disease this season to 2|406| according to a municipal report released today.,Monday November 26| 2018,https://www.ndtv.com/delhi-news/delhi-records-2-406-dengue-cases-doctors-advise-precautions-1953429
Malaria cases,NDTV NEWS,Delhi Reports 551 Dengue Cases So Far In November,As many as 271 cases of dengue were reported in the national capital in the week ended November 17| taking the total to 551 so far in November| a municipal report showed yesterday.The national capital had witnessed 1|114 dengue cases in October.,Tuesday November 20| 2018,https://www.ndtv.com/delhi-news/delhi-reports-551-dengue-cases-so-far-in-november-1950347
Malaria cases,NDTV NEWS,India| 15 Other Nations Make For 80 Per Cent Of World Malaria Cases: WHO,India and 15 other countries in sub-Saharan Africa accounted for almost 80 per cent of the malaria cases reported globally last year| according to a WHO report which notes that a whopping 1.25 billion people in India were at the risk of contracting the mosquito-borne disease.,Tuesday November 20| 2018,https://www.ndtv.com/india-news/india-15-other-nations-make-for-80-per-cent-of-world-malaria-cases-who-1950319
Malaria cases,NDTV NEWS,Dengue Cases Crosses 1|000-Mark In Delhi This Season,Dengue cases crossed the 1|000-mark in Delhi this season| with nearly 540 people being diagnosed with the vector-borne disease in October only| according to a municipal report released today.,Monday October 22| 2018,https://www.ndtv.com/delhi-news/dengue-cases-crosses-1-000-mark-in-delhi-this-season-1935911
Malaria cases,NDTV NEWS,Dengue Cases Rise To 650 In Delhi| Doctors Advice Precautions,Dengue cases have spiralled in the city over the past two weeks| with at least 650 people being diagnosed with the vector-borne disease this season| according to a municipal report released today.,Monday October 8| 2018,https://www.ndtv.com/delhi-news/dengue-cases-rise-to-650-in-delhi-doctors-advice-precautions-1928645
Malaria cases,NDTV NEWS,128 Malaria| 64 Dengue Cases In Delhi This Season,At least 40 cases of malaria have been reported in the first 11 days of August in Delhi| taking the total number of people affected by the vector-borne disease in the city this season to 128| according to the latest municipal report.,Tuesday August 14| 2018,https://www.ndtv.com/delhi-news/128-malaria-64-dengue-cases-in-delhi-this-season-1900618
Malaria cases,NDTV NEWS,109 Malaria| 56 Dengue Cases Reported In Delhi This Season,At least 21 cases of malaria have been reported in the first four days of July in Delhi| taking the total number of people affected by the vector-borne disease in the city this season to 109| according to a municipal report released on Monday.,Tuesday August 7| 2018,https://www.ndtv.com/delhi-news/109-malaria-56-dengue-cases-reported-in-delhi-this-season-1896262
Malaria cases,NDTV NEWS,54 Malaria| 33 Dengue Cases Reported In Delhi Since February,Cases of vector-borne diseases are usually reported between July and November| but the period may stretch to mid-December.,Monday July 9| 2018,https://www.ndtv.com/delhi-news/delhi-54-malaria-33-dengue-cases-reported-in-delhi-since-february-1880219
Malaria cases,NDTV NEWS,Malaria Spreading Faster Than Dengue In Delhi| Says Report,At least 11 fresh cases of malaria have been reported during the past week in Delhi| pushing the total number of people affected by the vector-borne disease this season to 40| according to a municipal report released today.,Monday June 25| 2018,https://www.ndtv.com/delhi-news/malaria-spreading-faster-than-dengue-in-delhi-says-report-1872991
Malaria cases,NDTV NEWS,Delhi Reports 45 Malaria| 35 Dengue Cases,Forty-five cases of malaria and 35 of dengue have been reported in the national capital this year till August 8| according to a municipal report released on Monday.,Tuesday August 11| 2020,https://www.ndtv.com/delhi-news/delhi-reports-45-malaria-35-dengue-cases-2277419
Malaria cases,NDTV NEWS,31 Dengue Cases In Delhi Till August 1; Fever Clinics Set Up| Campaign Intensified,Over 30 cases of dengue have been reported in the national capital till August 1 this year| even as the civic bodies have set up separate fever clinics to attend to patients afflicted with the vector-borne disease| authorities said on Thursday.,Thursday August 6| 2020,https://www.ndtv.com/delhi-news/31-dengue-cases-in-delhi-till-august-1-fever-clinics-set-up-campaign-intensified-2275444
Malaria cases,NDTV NEWS,Malaria Deaths Could Double During Coronavirus Pandemic| Warns WHO,The new coronavirus pandemic could severely disrupt access to anti-malaria nets and drugs in sub-Saharan Africa| the World Health Organization said Thursday| warning that malaria deaths risked doubling if efforts are not urgently scaled up.,Thursday April 23| 2020,https://www.ndtv.com/world-news/coronavirus-who-warns-malaria-deaths-could-double-during-coronavirus-pandemic-in-sub-saharan-africa-2217246
Malaria cases,NDTV NEWS,North Delhi Civic Body Kicks Off Dengue| Malaria Awareness Programme,In view of recent dengue cases in the city| the civic body in North Delhi Tuesday launched an awareness programme on vector-borne diseases that will be carried out across all its municipal wards.,Wednesday May 29| 2019,https://www.ndtv.com/delhi-news/north-delhi-civic-body-kicks-off-dengue-malaria-awareness-programme-2044514
Malaria cases,NDTV NEWS,World Malaria Day: World's First Malaria Vaccine Launched In Africa,World Malaria Day: In clinical trials| the vaccine was found to prevent about four in ten malaria cases| including three in ten cases of life-threatening severe malaria: reports.,Thursday April 25| 2019,https://www.ndtv.com/health/world-malaria-day-worlds-first-malaria-vaccine-launched-in-africa-2027845
Malaria cases,NDTV NEWS,Can Death By Mosquito Bite Be Considered An Accident? Top Court Decides,Death due to malaria in Mozambique| which accounts for 5 per cent of cases of malaria globally| cannot be considered an accident| the Supreme Court held Tuesday while deciding on a case related to insurance payout.,Tuesday March 26| 2019,https://www.ndtv.com/india-news/malaria-death-in-mozambique-cannot-be-considered-an-accident-rules-supreme-court-2013298
Malaria cases,NDTV NEWS,Delhi Records 2|406 Dengue Cases| Doctors Advise Precautions,At least 260 fresh cases of dengue have been reported over the last one week in Delhi| taking the total number of people diagnosed with the vector-borne disease this season to 2|406| according to a municipal report released today.,Monday November 26| 2018,https://www.ndtv.com/delhi-news/delhi-records-2-406-dengue-cases-doctors-advise-precautions-1953429
Malaria cases,NDTV NEWS,Delhi Reports 551 Dengue Cases So Far In November,As many as 271 cases of dengue were reported in the national capital in the week ended November 17| taking the total to 551 so far in November| a municipal report showed yesterday.The national capital had witnessed 1|114 dengue cases in October.,Tuesday November 20| 2018,https://www.ndtv.com/delhi-news/delhi-reports-551-dengue-cases-so-far-in-november-1950347
Malaria cases,NDTV NEWS,India| 15 Other Nations Make For 80 Per Cent Of World Malaria Cases: WHO,India and 15 other countries in sub-Saharan Africa accounted for almost 80 per cent of the malaria cases reported globally last year| according to a WHO report which notes that a whopping 1.25 billion people in India were at the risk of contracting the mosquito-borne disease.,Tuesday November 20| 2018,https://www.ndtv.com/india-news/india-15-other-nations-make-for-80-per-cent-of-world-malaria-cases-who-1950319
Malaria cases,NDTV NEWS,Dengue Cases Crosses 1|000-Mark In Delhi This Season,Dengue cases crossed the 1|000-mark in Delhi this season| with nearly 540 people being diagnosed with the vector-borne disease in October only| according to a municipal report released today.,Monday October 22| 2018,https://www.ndtv.com/delhi-news/dengue-cases-crosses-1-000-mark-in-delhi-this-season-1935911
Malaria cases,NDTV NEWS,Dengue Cases Rise To 650 In Delhi| Doctors Advice Precautions,Dengue cases have spiralled in the city over the past two weeks| with at least 650 people being diagnosed with the vector-borne disease this season| according to a municipal report released today.,Monday October 8| 2018,https://www.ndtv.com/delhi-news/dengue-cases-rise-to-650-in-delhi-doctors-advice-precautions-1928645
Malaria cases,NDTV NEWS,128 Malaria| 64 Dengue Cases In Delhi This Season,At least 40 cases of malaria have been reported in the first 11 days of August in Delhi| taking the total number of people affected by the vector-borne disease in the city this season to 128| according to the latest municipal report.,Tuesday August 14| 2018,https://www.ndtv.com/delhi-news/128-malaria-64-dengue-cases-in-delhi-this-season-1900618
Malaria cases,NDTV NEWS,109 Malaria| 56 Dengue Cases Reported In Delhi This Season,At least 21 cases of malaria have been reported in the first four days of July in Delhi| taking the total number of people affected by the vector-borne disease in the city this season to 109| according to a municipal report released on Monday.,Tuesday August 7| 2018,https://www.ndtv.com/delhi-news/109-malaria-56-dengue-cases-reported-in-delhi-this-season-1896262
Malaria cases,NDTV NEWS,54 Malaria| 33 Dengue Cases Reported In Delhi Since February,Cases of vector-borne diseases are usually reported between July and November| but the period may stretch to mid-December.,Monday July 9| 2018,https://www.ndtv.com/delhi-news/delhi-54-malaria-33-dengue-cases-reported-in-delhi-since-february-1880219
Malaria cases,NDTV NEWS,Malaria Spreading Faster Than Dengue In Delhi| Says Report,At least 11 fresh cases of malaria have been reported during the past week in Delhi| pushing the total number of people affected by the vector-borne disease this season to 40| according to a municipal report released today.,Monday June 25| 2018,https://www.ndtv.com/delhi-news/malaria-spreading-faster-than-dengue-in-delhi-says-report-1872991
Malaria cases,THE HINDU BUSSINESSLINE,Africa is now free of wild poliovirus,Last reported case of the wild poliovirus was in Nigeria in 2016,25 August| 2020,https://www.thehindubusinessline.com/news/africa-now-free-of-wild-poliovirus/article32440045.ece
Malaria cases,THE HINDU BUSSINESSLINE,‘Global warming could push malaria into no-go areas’,Malaria No More (MNM)| an NGO| has tied up with IBM and its arm The Weather Company for the ‘Forecasting Healthy Futures’ initiative,15 August| 2020,https://www.thehindubusinessline.com/news/global-warming-could-push-malaria-into-no-go-areas/article32361795.ece
Malaria cases,THE HINDU BUSSINESSLINE,Malaria No More| The Weather Company in joint initiative in Odisha,To support national drive against mosquito-borne diseases,12 August| 2020,https://www.thehindubusinessline.com/news/malaria-no-more-the-weather-company-in-joint-initiative-in-odisha/article32333376.ece
Malaria cases,THE HINDU BUSSINESSLINE,Global coronavirus cases surpasses 18 million,Pandemic adding a million infections every four days,03 August| 2020,https://www.thehindubusinessline.com/news/global-coronavirus-cases-surpassed-18-million-as-the-pandemic-is-now-adding-a-million-infections-every-four-days/article32256869.ece
Malaria cases,THE HINDU BUSSINESSLINE,Unlock 3: No silver bullet yet| brace for ripple effects from Covid,Economic crisis| food production challenges and mental health issues now come to the fore,31 July| 2020,https://www.thehindubusinessline.com/specials/pulse/unlock-3-no-silver-bullet-yet-brace-for-ripple-effects-from-covid/article32243184.ece
Malaria cases,THE HINDU BUSSINESSLINE,‘Emergency response and outbreak containment present tough trade-off’,The speed of Covid-19 spread in recent days in India worrisome as more than 70 per cent of confirmed cases and deaths were reported during the last ...,21 July| 2020,https://www.thehindubusinessline.com/news/emergency-response-and-outbreak-containment-present-tough-trade-off/article32148850.ece
Malaria cases,THE HINDU BUSSINESSLINE,Mumbai’s Covid-19 recovery rate stands at nearly 70%; better than national average,Mumbai| one of the major Covid-19 hotspots in India| has marked the recovery rate of nearly 70 per cent| despite the rise in the number of cases.,19 July| 2020,https://www.thehindubusinessline.com/news/national/mumbais-covid-19-recovery-rate-stands-at-nearly-70-better-than-national-average/article32129129.ece
Malaria cases,THE HINDU BUSSINESSLINE,Covid-19 treatment: Hydroxychloroquine does not help people with only mild symptoms| says study,New studies provide clarity related to treatment of Covid-19,18 July| 2020,https://www.thehindubusinessline.com/news/science/covid-19-studies-clarify-information-related-to-treatment-drugs/article32121851.ece
Malaria cases,THE HINDU BUSSINESSLINE,Will indomethacin be the rescue drug for Covid-19 in India?,It’s an old| inexpensive anti-inflammatory drug that can address cough| a key cause of infection spread,08 July| 2020,https://www.thehindubusinessline.com/specials/pulse/will-indomethacin-be-the-rescue-drug-for-covid-19-in-india/article32019222.ece
Malaria cases,THE HINDU BUSSINESSLINE,Maharashtra to buy Remdesivir| Favipiravir in large numbers,The Maharashtra government is in the process of procuring and stockpiling anti-viral drugs Remdesivir and Favipiravir for treating Covid-19 patients.,28 June| 2020,https://www.thehindubusinessline.com/news/national/maharashtra-to-buy-remdesivir-favipiravir-in-large-numbers/article31938598.ece
Malaria cases,THE HINDU BUSSINESSLINE,Back to bamboo and safety on stilts,Assamese villagers opt for traditional housing for protection against floods,26 June| 2020,https://www.thehindubusinessline.com/specials/india-interior/back-to-bamboo-and-safety-on-stilts/article31926710.ece
Malaria cases,THE HINDU BUSSINESSLINE,Letters to the editor June 26| 2020,Ground realitiesThis refers to the editorial ‘Score it right’ (June 26). The coronavirus is steadily engulfing the country while the governments are ...,26 June| 2020,https://www.thehindubusinessline.com/opinion/letters/letters-to-the-editor/article31926251.ece
Malaria cases,THE HINDU BUSSINESSLINE,11% of India’s medical devices imports are from China,But in some devices the dependence is as high as 87%,19 June| 2020,https://www.thehindubusinessline.com/economy/11-of-indias-medical-devices-imports-are-from-china/article31870055.ece
Malaria cases,THE HINDU BUSSINESSLINE,Govt lifts export ban on HCQ,The Centre has removed the ban on export of hydroxychloroquine (HCQ) — the anti-malaria drug being used as a possible cure for Covid-19 in many ...,18 June| 2020,https://www.thehindubusinessline.com/news/govt-lifts-export-ban-on-hcq/article31863092.ece
Malaria cases,THE HINDU BUSSINESSLINE,Covid treatment: Govt removes export ban on hydroxychloroquine,Exports can now be made freely to all countries,18 June| 2020,https://www.thehindubusinessline.com/news/govt-removes-export-ban-on-hydroxychloroquine/article31863077.ece
Malaria cases,THE HINDU BUSSINESSLINE,Happy hangover to you!,Liquor stores are back in business; your favourite watering holes could be next. And if you end up drinking one too many — in celebration or despair — ...,12 June| 2020,https://www.thehindubusinessline.com/blink/cover/comprehensive-hangover-survival-guide/article31811422.ece
Malaria cases,THE HINDU BUSSINESSLINE,Controversial Lancet study linking HCQ| deaths in Covid-19 treatment retracted,The authors of the research linking the malaria drug hydroxychloroquine and increased death risk during Covid-19 treatment have retracted the Lancet ...,05 June| 2020,https://www.thehindubusinessline.com/news/controversial-lancet-study-linking-hcq-deaths-in-covid-19-treatment-retracted/article31754213.ece
Malaria cases,THE HINDU BUSSINESSLINE,India’s Covid-19 tally reaches 2|16|919 with record spike of 9|304 cases; death toll 6|075,Coronavirus cases in India saw a record single-day jump of 9|304 cases on Thursday| pushing the total tally to 2|16|919| while the death toll climbed ...,04 June| 2020,https://www.thehindubusinessline.com/news/indias-covid-19-tally-reaches-216919-with-record-spike-of-9304-cases-death-toll-6075/article31744827.ece
Malaria cases,THE HINDU BUSSINESSLINE,US-WHO standoff: Push for better performance| don’t weaken the WHO| say experts,US President Donald Trump’s threat to distance the country from the World Health Organization had been in the offing for sometime now. And yet| the ...,31 May| 2020,https://www.thehindubusinessline.com/news/us-who-standoff-push-for-better-performance-dont-weaken-the-who-say-experts/article31715435.ece
Malaria cases,THE HINDU BUSSINESSLINE,Expect business to become normal in six months: PathLabs chief,Company is awaiting ICMR resolution of ‘dispute’ between private and government labs| says Arvind Lal,29 May| 2020,https://www.thehindubusinessline.com/news/expect-business-to-become-normal-in-six-months-pathlabs-chief/article31702338.ece
Malaria cases,THE FINANCIAL EXPRESS,Coronavirus second wave: Experts reveal ways to prevent the phenomenon,Experts have said that acting fast is going to be pivotal to check the Second Wave of Covid-19 and many countries can avoid it if they decided to move deftly based on experiences learned during the ongoing pandemic situation and lockdown scenarios.,Aug 25| 2020,https://www.financialexpress.com/lifestyle/health/coronavirus-second-wave-experts-reveal-ways-to-prevent-the-phenomenon/2064615/
Malaria cases,THE FINANCIAL EXPRESS,Novartis CEO Vas Narasimhan says COVID-19 makes valuing takeover targets tougher,"We generate a high free cash flow that allows us to not only finance our dividend but to direct capital to other purposes|" Narasimhan told the Swiss newspaper Neue Zuercher Zeitung.,Aug 24| 2020,https://www.financialexpress.com/lifestyle/health/novartis-ceo-vas-narasimhan-says-covid-19-makes-valuing-takeover-targets-tougher/2063786/
Malaria cases,THE FINANCIAL EXPRESS,Delhi govt to begin anti-dengue campaign from September 1: Satyendar Jain,The Delhi government had also partnered with RWAs and civil society last year to drive home the point about taking precautions at home every Sunday for 10 minutes that can help ward off dengue| malaria and chikungunya.,Aug 18| 2020,https://www.financialexpress.com/lifestyle/health/delhi-govt-to-begin-anti-dengue-campaign-from-september-1-satyendar-jain/2058939/
Malaria cases,PATRIKA,जिले में सात महीने में मलेरिया के 40 और मरवाही में 121 पॉजिटिव केस मिले| नमी होने के कारण तेजी से बढ़ रहे हैं म,... तकनीक · विचार · English News · जॉब्स · मुद्दा · फैक्ट फाइंडर · गेम्स · Hindi News · India · Chhattisgarh · Bilaspur; 40 malaria cases and 121 positive cases in Marwahi in seven months ...,2週間前,https://www.patrika.com/bilaspur-news/40-malaria-cases-and-121-positive-cases-in-marwahi-in-seven-months-6330584/
Malaria cases,PATRIKA,चार साल पहले 1400| अब 96 में सिमटे मलेरिया केस,... और तकनीक · विचार · English News · जॉब्स · मुद्दा · फैक्ट फाइंडर · गेम्स · Hindi News · India · Madhya Pradesh · Mandla; 1400| four years ago| now 96 malaria cases confined ...,2週間前,https://www.patrika.com/mandla-news/1400-four-years-ago-now-96-malaria-cases-confined-6334654/
Malaria cases,PATRIKA,स्वास्थ्य के क्षेत्र में भारत की बड़ी उपलब्धि| इस सूची से हुआ बाहर,( Malaria Cases Deaths ) यह खुलासा विश्व स्वास्थ्य संगठन (डŽल्यूएचओ) ( WHO ) की 'विश्व मलेरिया रिपोर्ट 2019 में कि या गया है। By: Kartik Sharma ...,2019/12/05,https://www.patrika.com/jaipur-news/world-malaria-day-malaria-cases-deaths-4th-highest-india-5461211/
Malaria cases,PATRIKA,बारिश के साथ बढ़ जाएगा मच्छर जनित बीमारियों का खतरा|कैसे करें बचाव|क्या है लक्षण,... वहीं ( Covid-19 Cases ) कोरोना और इन बीमारियों के मिलते लक्षणों के चलते आमजन के लिए भी कोरोना का डर बना रहेगा ( Dengue In Rajasthan ) ।,2020/06/13,https://www.patrika.com/jaipur-news/dengue-chikungunya-malaria-covid-19-cases-changing-season-6189048/
Malaria cases,PATRIKA,इन दिनों डेंगू| चिकनगुनिया व मलेरिया रोग ज्यादा हो रहा है तो जान लें ये खास बातें,Chikungunya chikungunya cases dengue dengue fever dengue report malaria. Show More. Chikungunya chikungunya cases dengue dengue fever dengue report malaria Malaria Mosquito malaria patients sick from dengue ...,1か月前,https://www.patrika.com/health-news/these-days-dengue-chikungunya-and-malaria-diseases-are-getting-more-6300646/
Malaria cases,PATRIKA,मलेरिया-डेंगू के अब तक 2-2 केस,Bhilwara| Bhilwara| Rajasthan| India. मलेरिया-डेंगू के अब तक 2-2 केस 2-2 cases of malaria-dengue so far in ...,2020/04/26,https://www.patrika.com/bhilwara-news/2-2-cases-of-malaria-dengue-so-far-in-bhilwara-6038937/
Malaria cases,PATRIKA,मच्छर काटने से होने वाले रोगों से के लिए फायदेमंद है ये अमृत काढ़ा,Amrit Kadha Cause of Malaria Chikungunya chikungunya cases dengue cases malaria. Show More. Amrit Kadha Cause of Malaria Chikungunya chikungunya cases dengue cases malaria Chikungunya symptoms dengue ...,2019/12/03,https://www.patrika.com/diet-fitness/dengue-chikungunya-malaria-tretment-5454317/
Malaria cases,PATRIKA,गांव से ज्यादा शहर में बढ़ रहे मलेरिया केस,... गजब · विज्ञान और तकनीक · विचार · English News · जॉब्स · मुद्दा · फैक्ट फाइंडर · गेम्स · Hindi News · India · Madhya Pradesh · Sheopur; Increasing malaria cases in the city ...,2019/04/26,https://www.patrika.com/sheopur-news/increasing-malaria-cases-in-the-city-4484800/
Malaria cases,PATRIKA,MP news in hindi: जबलपुर में अब कोरोना के साथ डेंगू-मलेरिया का भी खतरा| मिले खतरनाक लार्वा,Hindi News · India · Madhya Pradesh · Jabalpur; MP: jabalpur danger zone from coronavirus dengue malaria ... dengue cases dengue in india dengue news malaria malaria in world malaria transmission dengue deaths in ...,2020/05/20,https://www.patrika.com/jabalpur-news/mp-jabalpur-danger-zone-from-coronavirus-dengue-malaria-6117754/
Malaria cases,PATRIKA,कोरोना महामारी से साथ मलेरिया व डेंगू से लड़ने स्वास्थ्य विभाग अलर्ट,Hindi News · India · Chhattisgarh · Raipur; Health department alerts to fight malaria and dengue with coronavirus ... dengue cases dengue in india dengue news dengue report health department malaria Suspected of corona ...,2020/05/14,https://www.patrika.com/raipur-news/health-department-alerts-to-fight-malaria-and-dengue-with-coronavirus-6097832/
Malaria cases,JAGRAN,दिल्ली में फॉगिंग की बजाय फोकल स्प्रे पर जोर| जानिए- डेंगू-मलेरिया से रोकथाम की कैसी है तैयारी,डेंगू-मलेरिया से निपटने के लिए निगमों ने क्या-क्या तैयारियां की हैं इस पर निहाल सिंह ने दक्षिणी और उत्तरी दिल्ली नगर निगम के आयुक्त ज्ञानेश भारती से बातचीत की।,18 days ago,/delhi/new-delhi-city-ncr-read-exclusive-interview-with-municipal-corporation-commissioner-gyanesh-bharti-jagran-special-20612334.html
Malaria cases,JAGRAN,मानसून में बुखार| कंपकंपी और पसीने आने का मतलब है इस बीमारी का खतरा!,बारिश होने के साथ मच्छर और मच्छर के काटने की वजह से होने वाली बीमारियों का आतंक भी बढ़ना शुरू हो गया है। दिल्ली में ही जुलाई में मलेरिया के 39 मामले सामने आ चुके हैं।,2 months ago,/lifestyle/health-know-about-types-of-malaria-and-malaria-cases-data-in-india-19446182.html
Malaria cases,JAGRAN,कोरोना की दहशत से 'डर' गया मलेरिया,कोरोना संक्रमण की दहशत कुछ ऐसी फैली कि बुखार होने के बावजूद लोग इलाज के लिए अस्पताल नहीं जा रहे हैं।,2 months ago,/uttar-pradesh/bareilly-city-few-malaria-cases-comes-ahead-due-to-corona-virus-in-bareilly-20352688.html
Malaria cases,JAGRAN,मच्छरों का प्रकोप जारी| मलेरिया के 43 तो डेंगू के 6 पॉजिटिव मरीज मिले,झज्जर मच्छर जनित बीमारियों का प्रकोप लगातार बढ़ता जा रहा है। स्वास्थ्य ि,10 months ago,/haryana/jhajjar-mosquito-outbreak-continues-malaria-cases-positive-dengue-patients-found-19709308.html
Malaria cases,JAGRAN,दिल्ली में तेजी से बढ़ रही है डेंगू और मलेरिया के मरीजों की संख्या| आप भी रहें सतर्क,नगर निगम की तरफ से जारी रिपोर्ट के अनुसार राष्ट्रीय राजधानी दिल्ली में पिछले सप्ताह 189 मामले सामने आये।,10 months ago,/delhi/new-delhi-city-ncr-over-830-dengue-cases-in-delhi-this-year-and-189-in-last-week-alone-19705534.html
Malaria cases,JAGRAN,J&K: मलेरिया को मिल रही मात; वर्ष 2017 में 226| वर्ष 2018 में सिर्फ 126 मामले आए सामने,जम्मू संभाग में भी जम्मू राजौरी ऊधमपुर और सांबा जिले में ही मलेरिया के मामले हैं। अन्य जिलों में मलेरिया के मामले खत्म हैं।,1 year ago,/jammu-and-kashmir/jammu-malaria-cases-decreased-in-jammu-and-kashmir-19169938.html
Malaria cases,JAGRAN,जिले में मलेरिया के पांच मामलों की पुष्टि,जिले में मंगलवार को मलेरिया के 5 मामलों की पुष्टि की गई है। इन नए मामलों के आने के बाद अब मलेरिया के कुल 77 मामले हो गए हैं। दो मामले खेड़ीकलां और तीन मामले मोहना गांव के हैं। मलेरिया विभाग के रिकार्ड के अनुसार मलेरिया मामलों में लगातार इजाफा हो रहा है। अब तक शहरी क्षेत्रों में मलेरिया के कम ही मामले आए हैं| जबकि ज्यादा मामले यमुना के निकटवर्ती गांव के हैं।,2 years ago,/haryana/faridabad-malaria-cases-increase-18291046.html
Malaria cases,JAGRAN,मलेरिया के केस आए सामने तो नप को याद आई फॉगिंग,जागरण संवाददाता| बहादुरगढ़: बहादुरगढ़ शहर में मलेरिया के केस सामने आने पर नगर परि,2 years ago,/haryana/bahadurgarh-malaria-case-came-in-front-of-me-18209142.html
Malaria cases,JAGRAN,मानसून के आगाज के साथ ही मलेरिया ने पसारे पांव| पॉजिटिव केस 25| लारवा मिलने पर 56 को नोटिस,जिले में मलेरिया की रोकथाम के लिए स्वास्थ्य विभाग ने कार्रवाई शुरु कर दी है। विभाग ने शहरी और ग्रामीण क्षेत्रों में घरों की छतों और कूलरों की जांच की| जिसमें लारवा मिलने पर 56 नोटिस भेजे हैं।,2 years ago,/haryana/hisar-increasingly-positive-case-of-malaria-18169101.html
Malaria cases,JAGRAN,मलेरिया की दस्तक| दो गावों में तीन केस पॉजिटिव मिले,पुन्हाना उपमंडल के गावों में एक बार फिर से मलेरिया ने दस्तक दे दी है। स्वास्थ्य विभाग की टीम ने पुन्हाना के गांवों में जांच के दौरान 3 केस मिले.,2 years ago,/haryana/mewat-malaria-case-found-in-three-vilaage-18060188.html
Malaria cases,JAGRAN,भारत में मलेरिया के सिर्फ आठ फीसद मामलों की पहचान,2016 में मलेरिया से निपटने के लिए वैश्विक स्तर पर 2.7 अरब डॉलर निवेश किए गए। 2015 में यह रकम 2.9 अरब डॉलर थी।,2 years ago,/news/national-identification-only-eight-percent-of-cases-of-malaria-in-india-17122374.html
