Disease,Source,Statement,Content, Date, Link
Malaria cases,Indian Express,Fighting the infodemic,A unified database of COVID-19 patients would streamline immediate responses and warn of future effects,Updated: July 31| 2020 at 5:11 am,https://indianexpress.com/article/opinion/editorials/covid-19-coronavirus-pandemic-aiims-patient-database-icmr-6531581/
Malaria cases,Indian Express,Coronavirus Global Updates| 29 July: Russia rejects US accusations of spreading virus disinformation,Global Coronavirus (COVID-19) Updates: More than 16.67 million people have been infected with the virus| while nearly 6.6 lakh people have died. Infections have been reported in more than 210 countries and territories since the first cases were identified in China in December 2019.,Updated: July 29| 2020 at 10:53 am,https://indianexpress.com/article/coronavirus/coronavirus-global-updates-29-july-6528758/
Malaria cases,Indian Express,Let’s not forget the epidemic during the pandemic,While we must grapple with Covid-19| the country cannot afford to lose focus on its targets to eliminate neglected tropical diseases.,Updated: July 28| 2020 at 8:37 pm,https://indianexpress.com/article/opinion/columns/coronavirus-covid-19-lets-not-forget-the-epidemic-during-the-pandemic/
Malaria cases,Indian Express,Torrential rains wreak destruction in Yemen| killing dozens,At a time when Yemen is already mired in escalated fighting| widespread hunger and a major coronavirus outbreak| the spate of torrential rains is exacerbating the world’s worst humanitarian disaster.,Updated: July 28| 2020 at 9:41 am,https://indianexpress.com/article/world/torrential-rains-wreak-destruction-in-yemen-killing-dozens-6526954/
Malaria cases,Indian Express,‘If it is a recurring infection| by next year we will know how to deal with it better’: Maharashtra Health Secretary,As focus of cases shifts from Mumbai to Mumbai Metropolitan Region and Pune| Health Secretary Dr Pradeep Vyas says the state has become wiser and is better equipped to control fatality. Excerpts from an interview with The Indian Express.,Updated: July 26| 2020 at 2:07 am,https://indianexpress.com/article/cities/mumbai/if-it-is-a-recurring-infection-by-next-year-we-will-know-how-to-deal-with-it-better-maharashtra-health-secretary-6523544/
Malaria cases,Indian Express,Coronavirus Global Updates| July 25: US agency vows steps to address Covid inequalities,Global Coronavirus (COVID-19) Updates: Infections have been reported in more than 210 countries and territories since the first cases were identified in China in December 2019.,Updated: July 25| 2020 at 1:07 pm,https://indianexpress.com/article/coronavirus/coronavirus-global-updates-25-july-cases-tracker-deaths-us-brazil-trump-who-vaccine-update-6522634/
Malaria cases,The Hindu,Democrat Joe Biden chooses U.S. Senator Kamala Harris as running mate,Kamala Harris joins Joe Biden in the 2020 race at a moment of unprecedented national crisis,August 12| 2020,https://www.thehindu.com/news/international/joe-biden-picks-kamala-harris-as-running-mate/article32330524.ece
Malaria cases,The Hindu,Studying P. vivax malaria,The method infects liver cells with mosquito-bred parasites,August 09| 2020,https://www.thehindu.com/todays-paper/tp-features/tp-sci-tech-and-agri/studying-p-vivax-malaria/article32307579.ece
Malaria cases,The Hindu,Studying P. vivax malaria,The method infects liver cells with mosquito-bred parasites,August 08| 2020,https://www.thehindu.com/sci-tech/science/studying-p-vivax-malaria/article32305450.ece
Malaria cases,The Hindu,Govt. cuts ex gratia for frontline staff,Order says ₹25 lakh each will be granted to families of 28 govt. servants,August 07| 2020,https://www.thehindu.com/news/national/tamil-nadu/govt-cuts-ex-gratia-for-frontline-staff/article32289247.ece
Malaria cases,The Hindu,Coronavirus | India has key vaccine role: Anthony Fauci,Trump’s adviser says its manufacturing capabilities going to be very important.,July 30| 2020,https://www.thehindu.com/sci-tech/health/coronavirus-india-has-key-vaccine-role-anthony-fauci/article32228300.ece
Malaria cases,The Hindu,Coronavirus | U.S. President Donald Trump defends use of hydroxychloroquine| says it works in early stages of COVID-19 infection,In May| President Donald Trump disclosed that he was taking daily doses of hydroxychloroquine to war...,July 29| 2020,https://www.thehindu.com/news/international/coronavirus-us-president-donald-trump-defends-use-of-hydroxychloroquine-says-it-works-in-early-stages-of-covid-19-infection/article32221865.ece
Malaria cases,The Hindu,Anti-larval operations in full swing,GHMC Entomology wing deputes 125 teams to cover over one lakh households,July 22| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-telangana/anti-larval-operations-in-full-swing/article32155683.ece
Malaria cases,The Hindu,Anti-larval operations in full swing,GHMC Entomology wing deputes 125 teams to cover over one lakh households,July 21| 2020,https://www.thehindu.com/news/cities/Hyderabad/anti-larval-operations-in-full-swing/article32153825.ece
Malaria cases,The Hindu,Assam: Mosquitoes kill 23 amid flood| COVID-19 crisis,Malaria| Japanese encephalitis cases 21% less than in 2019 but under-reporting and under-treatment n...,July 21| 2020,https://www.thehindu.com/news/national/other-states/assam-mosquitoes-kill-manu-amid-flood-covid-19-crisis/article32152448.ece
Malaria cases,The Hindu,A booster dose for healthcare services in Visakha Agency,CM likely to lay stone for a medical college at Paderu on August 9,July 21| 2020,https://www.thehindu.com/news/national/andhra-pradesh/a-booster-dose-for-healthcare-services-in-visakha-agency/article32143168.ece
Malaria cases,The Hindu,A booster dose for healthcare services in Visakha Agency,CM likely to lay stone for a medical collegeat Paderuon August 9,July 21| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/a-booster-dose-for-healthcare-services-in-visakha-agency/article32144362.ece
Malaria cases,The Hindu,Odisha Congress irked over mass shifting of doctors from tribal dists. to Ganjam,The Odisha Congress has lashed out at the Naveen Patnaik Government for reported mass shifting of 10...,July 19| 2020,https://www.thehindu.com/news/national/other-states/odisha-congress-irked-over-mass-shifting-of-doctors-from-tribal-dists-to-ganjam/article32129108.ece
Malaria cases,The Hindu,Democrat Joe Biden chooses U.S. Senator Kamala Harris as running mate,Kamala Harris joins Joe Biden in the 2020 race at a moment of unprecedented national crisis,August 12| 2020,https://www.thehindu.com/news/international/joe-biden-picks-kamala-harris-as-running-mate/article32330524.ece
Malaria cases,The Hindu,Studying P. vivax malaria,The method infects liver cells with mosquito-bred parasites,August 09| 2020,https://www.thehindu.com/todays-paper/tp-features/tp-sci-tech-and-agri/studying-p-vivax-malaria/article32307579.ece
Malaria cases,The Hindu,Studying P. vivax malaria,The method infects liver cells with mosquito-bred parasites,August 08| 2020,https://www.thehindu.com/sci-tech/science/studying-p-vivax-malaria/article32305450.ece
Malaria cases,The Hindu,Govt. cuts ex gratia for frontline staff,Order says ₹25 lakh each will be granted to families of 28 govt. servants,August 07| 2020,https://www.thehindu.com/news/national/tamil-nadu/govt-cuts-ex-gratia-for-frontline-staff/article32289247.ece
Malaria cases,The Hindu,Coronavirus | India has key vaccine role: Anthony Fauci,Trump’s adviser says its manufacturing capabilities going to be very important.,July 30| 2020,https://www.thehindu.com/sci-tech/health/coronavirus-india-has-key-vaccine-role-anthony-fauci/article32228300.ece
Malaria cases,The Hindu,Coronavirus | U.S. President Donald Trump defends use of hydroxychloroquine| says it works in early stages of COVID-19 infection,In May| President Donald Trump disclosed that he was taking daily doses of hydroxychloroquine to war...,July 29| 2020,https://www.thehindu.com/news/international/coronavirus-us-president-donald-trump-defends-use-of-hydroxychloroquine-says-it-works-in-early-stages-of-covid-19-infection/article32221865.ece
Malaria cases,The Hindu,Anti-larval operations in full swing,GHMC Entomology wing deputes 125 teams to cover over one lakh households,July 22| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-telangana/anti-larval-operations-in-full-swing/article32155683.ece
Malaria cases,The Hindu,Anti-larval operations in full swing,GHMC Entomology wing deputes 125 teams to cover over one lakh households,July 21| 2020,https://www.thehindu.com/news/cities/Hyderabad/anti-larval-operations-in-full-swing/article32153825.ece
Malaria cases,The Hindu,Assam: Mosquitoes kill 23 amid flood| COVID-19 crisis,Malaria| Japanese encephalitis cases 21% less than in 2019 but under-reporting and under-treatment n...,July 21| 2020,https://www.thehindu.com/news/national/other-states/assam-mosquitoes-kill-manu-amid-flood-covid-19-crisis/article32152448.ece
Malaria cases,The Hindu,A booster dose for healthcare services in Visakha Agency,CM likely to lay stone for a medical college at Paderu on August 9,July 21| 2020,https://www.thehindu.com/news/national/andhra-pradesh/a-booster-dose-for-healthcare-services-in-visakha-agency/article32143168.ece
Malaria cases,The Hindu,A booster dose for healthcare services in Visakha Agency,CM likely to lay stone for a medical collegeat Paderuon August 9,July 21| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/a-booster-dose-for-healthcare-services-in-visakha-agency/article32144362.ece
Malaria cases,The Hindu,Odisha Congress irked over mass shifting of doctors from tribal dists. to Ganjam,The Odisha Congress has lashed out at the Naveen Patnaik Government for reported mass shifting of 10...,July 19| 2020,https://www.thehindu.com/news/national/other-states/odisha-congress-irked-over-mass-shifting-of-doctors-from-tribal-dists-to-ganjam/article32129108.ece
Malaria cases,NDTV NEWS,Delhi Reports 45 Malaria| 35 Dengue Cases,Forty-five cases of malaria and 35 of dengue have been reported in the national capital this year till August 8| according to a municipal report released on Monday.,Tuesday August 11| 2020,https://www.ndtv.com/delhi-news/delhi-reports-45-malaria-35-dengue-cases-2277419
Malaria cases,NDTV NEWS,31 Dengue Cases In Delhi Till August 1; Fever Clinics Set Up| Campaign Intensified,Over 30 cases of dengue have been reported in the national capital till August 1 this year| even as the civic bodies have set up separate fever clinics to attend to patients afflicted with the vector-borne disease| authorities said on Thursday.,Thursday August 6| 2020,https://www.ndtv.com/delhi-news/31-dengue-cases-in-delhi-till-august-1-fever-clinics-set-up-campaign-intensified-2275444
Malaria cases,NDTV NEWS,Malaria Deaths Could Double During Coronavirus Pandemic| Warns WHO,The new coronavirus pandemic could severely disrupt access to anti-malaria nets and drugs in sub-Saharan Africa| the World Health Organization said Thursday| warning that malaria deaths risked doubling if efforts are not urgently scaled up.,Thursday April 23| 2020,https://www.ndtv.com/world-news/coronavirus-who-warns-malaria-deaths-could-double-during-coronavirus-pandemic-in-sub-saharan-africa-2217246
Malaria cases,NDTV NEWS,North Delhi Civic Body Kicks Off Dengue| Malaria Awareness Programme,In view of recent dengue cases in the city| the civic body in North Delhi Tuesday launched an awareness programme on vector-borne diseases that will be carried out across all its municipal wards.,Wednesday May 29| 2019,https://www.ndtv.com/delhi-news/north-delhi-civic-body-kicks-off-dengue-malaria-awareness-programme-2044514
Malaria cases,NDTV NEWS,World Malaria Day: World's First Malaria Vaccine Launched In Africa,World Malaria Day: In clinical trials| the vaccine was found to prevent about four in ten malaria cases| including three in ten cases of life-threatening severe malaria: reports.,Thursday April 25| 2019,https://www.ndtv.com/health/world-malaria-day-worlds-first-malaria-vaccine-launched-in-africa-2027845
Malaria cases,NDTV NEWS,Can Death By Mosquito Bite Be Considered An Accident? Top Court Decides,Death due to malaria in Mozambique| which accounts for 5 per cent of cases of malaria globally| cannot be considered an accident| the Supreme Court held Tuesday while deciding on a case related to insurance payout.,Tuesday March 26| 2019,https://www.ndtv.com/india-news/malaria-death-in-mozambique-cannot-be-considered-an-accident-rules-supreme-court-2013298
Malaria cases,NDTV NEWS,Delhi Records 2|406 Dengue Cases| Doctors Advise Precautions,At least 260 fresh cases of dengue have been reported over the last one week in Delhi| taking the total number of people diagnosed with the vector-borne disease this season to 2|406| according to a municipal report released today.,Monday November 26| 2018,https://www.ndtv.com/delhi-news/delhi-records-2-406-dengue-cases-doctors-advise-precautions-1953429
Malaria cases,NDTV NEWS,Delhi Reports 551 Dengue Cases So Far In November,As many as 271 cases of dengue were reported in the national capital in the week ended November 17| taking the total to 551 so far in November| a municipal report showed yesterday.The national capital had witnessed 1|114 dengue cases in October.,Tuesday November 20| 2018,https://www.ndtv.com/delhi-news/delhi-reports-551-dengue-cases-so-far-in-november-1950347
Malaria cases,NDTV NEWS,India| 15 Other Nations Make For 80 Per Cent Of World Malaria Cases: WHO,India and 15 other countries in sub-Saharan Africa accounted for almost 80 per cent of the malaria cases reported globally last year| according to a WHO report which notes that a whopping 1.25 billion people in India were at the risk of contracting the mosquito-borne disease.,Tuesday November 20| 2018,https://www.ndtv.com/india-news/india-15-other-nations-make-for-80-per-cent-of-world-malaria-cases-who-1950319
Malaria cases,NDTV NEWS,Dengue Cases Crosses 1|000-Mark In Delhi This Season,Dengue cases crossed the 1|000-mark in Delhi this season| with nearly 540 people being diagnosed with the vector-borne disease in October only| according to a municipal report released today.,Monday October 22| 2018,https://www.ndtv.com/delhi-news/dengue-cases-crosses-1-000-mark-in-delhi-this-season-1935911
Malaria cases,NDTV NEWS,Dengue Cases Rise To 650 In Delhi| Doctors Advice Precautions,Dengue cases have spiralled in the city over the past two weeks| with at least 650 people being diagnosed with the vector-borne disease this season| according to a municipal report released today.,Monday October 8| 2018,https://www.ndtv.com/delhi-news/dengue-cases-rise-to-650-in-delhi-doctors-advice-precautions-1928645
Malaria cases,NDTV NEWS,128 Malaria| 64 Dengue Cases In Delhi This Season,At least 40 cases of malaria have been reported in the first 11 days of August in Delhi| taking the total number of people affected by the vector-borne disease in the city this season to 128| according to the latest municipal report.,Tuesday August 14| 2018,https://www.ndtv.com/delhi-news/128-malaria-64-dengue-cases-in-delhi-this-season-1900618
Malaria cases,NDTV NEWS,109 Malaria| 56 Dengue Cases Reported In Delhi This Season,At least 21 cases of malaria have been reported in the first four days of July in Delhi| taking the total number of people affected by the vector-borne disease in the city this season to 109| according to a municipal report released on Monday.,Tuesday August 7| 2018,https://www.ndtv.com/delhi-news/109-malaria-56-dengue-cases-reported-in-delhi-this-season-1896262
Malaria cases,NDTV NEWS,54 Malaria| 33 Dengue Cases Reported In Delhi Since February,Cases of vector-borne diseases are usually reported between July and November| but the period may stretch to mid-December.,Monday July 9| 2018,https://www.ndtv.com/delhi-news/delhi-54-malaria-33-dengue-cases-reported-in-delhi-since-february-1880219
Malaria cases,NDTV NEWS,Malaria Spreading Faster Than Dengue In Delhi| Says Report,At least 11 fresh cases of malaria have been reported during the past week in Delhi| pushing the total number of people affected by the vector-borne disease this season to 40| according to a municipal report released today.,Monday June 25| 2018,https://www.ndtv.com/delhi-news/malaria-spreading-faster-than-dengue-in-delhi-says-report-1872991
Malaria cases,NDTV NEWS,Delhi Reports 45 Malaria| 35 Dengue Cases,Forty-five cases of malaria and 35 of dengue have been reported in the national capital this year till August 8| according to a municipal report released on Monday.,Tuesday August 11| 2020,https://www.ndtv.com/delhi-news/delhi-reports-45-malaria-35-dengue-cases-2277419
Malaria cases,NDTV NEWS,31 Dengue Cases In Delhi Till August 1; Fever Clinics Set Up| Campaign Intensified,Over 30 cases of dengue have been reported in the national capital till August 1 this year| even as the civic bodies have set up separate fever clinics to attend to patients afflicted with the vector-borne disease| authorities said on Thursday.,Thursday August 6| 2020,https://www.ndtv.com/delhi-news/31-dengue-cases-in-delhi-till-august-1-fever-clinics-set-up-campaign-intensified-2275444
Malaria cases,NDTV NEWS,Malaria Deaths Could Double During Coronavirus Pandemic| Warns WHO,The new coronavirus pandemic could severely disrupt access to anti-malaria nets and drugs in sub-Saharan Africa| the World Health Organization said Thursday| warning that malaria deaths risked doubling if efforts are not urgently scaled up.,Thursday April 23| 2020,https://www.ndtv.com/world-news/coronavirus-who-warns-malaria-deaths-could-double-during-coronavirus-pandemic-in-sub-saharan-africa-2217246
Malaria cases,NDTV NEWS,North Delhi Civic Body Kicks Off Dengue| Malaria Awareness Programme,In view of recent dengue cases in the city| the civic body in North Delhi Tuesday launched an awareness programme on vector-borne diseases that will be carried out across all its municipal wards.,Wednesday May 29| 2019,https://www.ndtv.com/delhi-news/north-delhi-civic-body-kicks-off-dengue-malaria-awareness-programme-2044514
Malaria cases,NDTV NEWS,World Malaria Day: World's First Malaria Vaccine Launched In Africa,World Malaria Day: In clinical trials| the vaccine was found to prevent about four in ten malaria cases| including three in ten cases of life-threatening severe malaria: reports.,Thursday April 25| 2019,https://www.ndtv.com/health/world-malaria-day-worlds-first-malaria-vaccine-launched-in-africa-2027845
Malaria cases,NDTV NEWS,Can Death By Mosquito Bite Be Considered An Accident? Top Court Decides,Death due to malaria in Mozambique| which accounts for 5 per cent of cases of malaria globally| cannot be considered an accident| the Supreme Court held Tuesday while deciding on a case related to insurance payout.,Tuesday March 26| 2019,https://www.ndtv.com/india-news/malaria-death-in-mozambique-cannot-be-considered-an-accident-rules-supreme-court-2013298
Malaria cases,NDTV NEWS,Delhi Records 2|406 Dengue Cases| Doctors Advise Precautions,At least 260 fresh cases of dengue have been reported over the last one week in Delhi| taking the total number of people diagnosed with the vector-borne disease this season to 2|406| according to a municipal report released today.,Monday November 26| 2018,https://www.ndtv.com/delhi-news/delhi-records-2-406-dengue-cases-doctors-advise-precautions-1953429
Malaria cases,NDTV NEWS,Delhi Reports 551 Dengue Cases So Far In November,As many as 271 cases of dengue were reported in the national capital in the week ended November 17| taking the total to 551 so far in November| a municipal report showed yesterday.The national capital had witnessed 1|114 dengue cases in October.,Tuesday November 20| 2018,https://www.ndtv.com/delhi-news/delhi-reports-551-dengue-cases-so-far-in-november-1950347
Malaria cases,NDTV NEWS,India| 15 Other Nations Make For 80 Per Cent Of World Malaria Cases: WHO,India and 15 other countries in sub-Saharan Africa accounted for almost 80 per cent of the malaria cases reported globally last year| according to a WHO report which notes that a whopping 1.25 billion people in India were at the risk of contracting the mosquito-borne disease.,Tuesday November 20| 2018,https://www.ndtv.com/india-news/india-15-other-nations-make-for-80-per-cent-of-world-malaria-cases-who-1950319
Malaria cases,NDTV NEWS,Dengue Cases Crosses 1|000-Mark In Delhi This Season,Dengue cases crossed the 1|000-mark in Delhi this season| with nearly 540 people being diagnosed with the vector-borne disease in October only| according to a municipal report released today.,Monday October 22| 2018,https://www.ndtv.com/delhi-news/dengue-cases-crosses-1-000-mark-in-delhi-this-season-1935911
Malaria cases,NDTV NEWS,Dengue Cases Rise To 650 In Delhi| Doctors Advice Precautions,Dengue cases have spiralled in the city over the past two weeks| with at least 650 people being diagnosed with the vector-borne disease this season| according to a municipal report released today.,Monday October 8| 2018,https://www.ndtv.com/delhi-news/dengue-cases-rise-to-650-in-delhi-doctors-advice-precautions-1928645
Malaria cases,NDTV NEWS,128 Malaria| 64 Dengue Cases In Delhi This Season,At least 40 cases of malaria have been reported in the first 11 days of August in Delhi| taking the total number of people affected by the vector-borne disease in the city this season to 128| according to the latest municipal report.,Tuesday August 14| 2018,https://www.ndtv.com/delhi-news/128-malaria-64-dengue-cases-in-delhi-this-season-1900618
Malaria cases,NDTV NEWS,109 Malaria| 56 Dengue Cases Reported In Delhi This Season,At least 21 cases of malaria have been reported in the first four days of July in Delhi| taking the total number of people affected by the vector-borne disease in the city this season to 109| according to a municipal report released on Monday.,Tuesday August 7| 2018,https://www.ndtv.com/delhi-news/109-malaria-56-dengue-cases-reported-in-delhi-this-season-1896262
Malaria cases,NDTV NEWS,54 Malaria| 33 Dengue Cases Reported In Delhi Since February,Cases of vector-borne diseases are usually reported between July and November| but the period may stretch to mid-December.,Monday July 9| 2018,https://www.ndtv.com/delhi-news/delhi-54-malaria-33-dengue-cases-reported-in-delhi-since-february-1880219
Malaria cases,NDTV NEWS,Malaria Spreading Faster Than Dengue In Delhi| Says Report,At least 11 fresh cases of malaria have been reported during the past week in Delhi| pushing the total number of people affected by the vector-borne disease this season to 40| according to a municipal report released today.,Monday June 25| 2018,https://www.ndtv.com/delhi-news/malaria-spreading-faster-than-dengue-in-delhi-says-report-1872991
Malaria cases,THE HINDU BUSSINESSLINE,Malaria No More| The Weather Company in joint initiative in Odisha,To support national drive against mosquito-borne diseases,12 August| 2020,https://www.thehindubusinessline.com/news/malaria-no-more-the-weather-company-in-joint-initiative-in-odisha/article32333376.ece
Malaria cases,THE HINDU BUSSINESSLINE,Global coronavirus cases surpasses 18 million,Pandemic adding a million infections every four days,03 August| 2020,https://www.thehindubusinessline.com/news/global-coronavirus-cases-surpassed-18-million-as-the-pandemic-is-now-adding-a-million-infections-every-four-days/article32256869.ece
Malaria cases,THE HINDU BUSSINESSLINE,Unlock 3: No silver bullet yet| brace for ripple effects from Covid,Economic crisis| food production challenges and mental health issues now come to the fore,31 July| 2020,https://www.thehindubusinessline.com/specials/pulse/unlock-3-no-silver-bullet-yet-brace-for-ripple-effects-from-covid/article32243184.ece
Malaria cases,THE HINDU BUSSINESSLINE,‘Emergency response and outbreak containment present tough trade-off’,The speed of Covid-19 spread in recent days in India worrisome as more than 70 per cent of confirmed cases and deaths were reported during the last ...,21 July| 2020,https://www.thehindubusinessline.com/news/emergency-response-and-outbreak-containment-present-tough-trade-off/article32148850.ece
Malaria cases,THE HINDU BUSSINESSLINE,Mumbai’s Covid-19 recovery rate stands at nearly 70%; better than national average,Mumbai| one of the major Covid-19 hotspots in India| has marked the recovery rate of nearly 70 per cent| despite the rise in the number of cases.,19 July| 2020,https://www.thehindubusinessline.com/news/national/mumbais-covid-19-recovery-rate-stands-at-nearly-70-better-than-national-average/article32129129.ece
Malaria cases,THE HINDU BUSSINESSLINE,Covid-19 treatment: Hydroxychloroquine does not help people with only mild symptoms| says study,New studies provide clarity related to treatment of Covid-19,18 July| 2020,https://www.thehindubusinessline.com/news/science/covid-19-studies-clarify-information-related-to-treatment-drugs/article32121851.ece
Malaria cases,THE HINDU BUSSINESSLINE,Will indomethacin be the rescue drug for Covid-19 in India?,It’s an old| inexpensive anti-inflammatory drug that can address cough| a key cause of infection spread,08 July| 2020,https://www.thehindubusinessline.com/specials/pulse/will-indomethacin-be-the-rescue-drug-for-covid-19-in-india/article32019222.ece
Malaria cases,THE HINDU BUSSINESSLINE,Maharashtra to buy Remdesivir| Favipiravir in large numbers,The Maharashtra government is in the process of procuring and stockpiling anti-viral drugs Remdesivir and Favipiravir for treating Covid-19 patients.,28 June| 2020,https://www.thehindubusinessline.com/news/national/maharashtra-to-buy-remdesivir-favipiravir-in-large-numbers/article31938598.ece
Malaria cases,THE HINDU BUSSINESSLINE,Back to bamboo and safety on stilts,Assamese villagers opt for traditional housing for protection against floods,26 June| 2020,https://www.thehindubusinessline.com/specials/india-interior/back-to-bamboo-and-safety-on-stilts/article31926710.ece
Malaria cases,THE HINDU BUSSINESSLINE,Letters to the editor June 26| 2020,Ground realitiesThis refers to the editorial ‘Score it right’ (June 26). The coronavirus is steadily engulfing the country while the governments are ...,26 June| 2020,https://www.thehindubusinessline.com/opinion/letters/letters-to-the-editor/article31926251.ece
Malaria cases,THE HINDU BUSSINESSLINE,11% of India’s medical devices imports are from China,But in some devices the dependence is as high as 87%,19 June| 2020,https://www.thehindubusinessline.com/economy/11-of-indias-medical-devices-imports-are-from-china/article31870055.ece
Malaria cases,THE HINDU BUSSINESSLINE,Govt lifts export ban on HCQ,The Centre has removed the ban on export of hydroxychloroquine (HCQ) — the anti-malaria drug being used as a possible cure for Covid-19 in many ...,18 June| 2020,https://www.thehindubusinessline.com/news/govt-lifts-export-ban-on-hcq/article31863092.ece
Malaria cases,THE HINDU BUSSINESSLINE,Covid treatment: Govt removes export ban on hydroxychloroquine,Exports can now be made freely to all countries,18 June| 2020,https://www.thehindubusinessline.com/news/govt-removes-export-ban-on-hydroxychloroquine/article31863077.ece
Malaria cases,THE HINDU BUSSINESSLINE,Happy hangover to you!,Liquor stores are back in business; your favourite watering holes could be next. And if you end up drinking one too many — in celebration or despair — ...,12 June| 2020,https://www.thehindubusinessline.com/blink/cover/comprehensive-hangover-survival-guide/article31811422.ece
Malaria cases,THE HINDU BUSSINESSLINE,Controversial Lancet study linking HCQ| deaths in Covid-19 treatment retracted,The authors of the research linking the malaria drug hydroxychloroquine and increased death risk during Covid-19 treatment have retracted the Lancet ...,05 June| 2020,https://www.thehindubusinessline.com/news/controversial-lancet-study-linking-hcq-deaths-in-covid-19-treatment-retracted/article31754213.ece
Malaria cases,THE HINDU BUSSINESSLINE,India’s Covid-19 tally reaches 2|16|919 with record spike of 9|304 cases; death toll 6|075,Coronavirus cases in India saw a record single-day jump of 9|304 cases on Thursday| pushing the total tally to 2|16|919| while the death toll climbed ...,04 June| 2020,https://www.thehindubusinessline.com/news/indias-covid-19-tally-reaches-216919-with-record-spike-of-9304-cases-death-toll-6075/article31744827.ece
Malaria cases,THE HINDU BUSSINESSLINE,US-WHO standoff: Push for better performance| don’t weaken the WHO| say experts,US President Donald Trump’s threat to distance the country from the World Health Organization had been in the offing for sometime now. And yet| the ...,31 May| 2020,https://www.thehindubusinessline.com/news/us-who-standoff-push-for-better-performance-dont-weaken-the-who-say-experts/article31715435.ece
Malaria cases,THE HINDU BUSSINESSLINE,Expect business to become normal in six months: PathLabs chief,Company is awaiting ICMR resolution of ‘dispute’ between private and government labs| says Arvind Lal,29 May| 2020,https://www.thehindubusinessline.com/news/expect-business-to-become-normal-in-six-months-pathlabs-chief/article31702338.ece
Malaria cases,THE HINDU BUSSINESSLINE,Rethinking Covid-19 testing strategy,As the economy reopens| testing of asymptomatic cases must be rapidly expanded to break the transmission chain,29 May| 2020,https://www.thehindubusinessline.com/opinion/rethinking-covid-19-testing-strategy/article31697253.ece
Malaria cases,THE HINDU BUSSINESSLINE,WHO stops anti-malarial drug trial for Covid-19 as a precautionary measure,The World Health Organization on Monday said that it has temporarily suspended the clinical trials carried on hydroxychloroquine. The drug has been ...,26 May| 2020,https://www.thehindubusinessline.com/news/world/who-stops-anti-malarial-drug-trial-for-covid-19-as-a-precautionary-measure/article31676873.ece
Dengue cases,Times of India,Visakhapatnam: Drop in dengue and malaria cases linked to low testing?,Vizag city has reported 59 dengue and 22 malaria cases as of August 8| significantly lower than that reported in the last few years. In 2018| the city recorded 416 malaria and 1|464 dengue cases| which declined in 2019 to 89 malaria and 827 dengue cases. The steep drop in the cases this year is being attributed to decreased testing for malaria and dengue in view of measures to manage and contain Covid-19. Visakhapatnam district has reported around 20|500 Covid-19 cases as of Monday.,2020-08-11T02:33:49Z,https://timesofindia.indiatimes.com/city/visakhapatnam/drop-in-dengue-and-malaria-cases-linked-to-low-testing/articleshow/77471275.cms
Dengue cases,Times of India,45 malaria cases in Delhi| 35 of dengue,Forty-five cases of malaria and 35 of dengue have been reported in the national capital this year till August 8| according to a municipal report released on Monday.,2020-08-10T15:47:33Z,https://timesofindia.indiatimes.com/city/delhi/45-malaria-cases-in-delhi-35-of-dengue/articleshow/77467834.cms
Dengue cases,Times of India,112 dengue cases reported in Kerala this month,Amidst reporting of Covid-19 cases| dengue and fever cases are also increasing in the state. This has put the health department in deep trouble since many people are coming with fever and cough| which are the symptoms of Covid-19.,20 May 2020,https://timesofindia.indiatimes.com/city/thiruvananthapuram/112-dengue-cases-reported-in-kerala-this-month/articleshow/75839783.cms
Dengue cases,Times of India,Delhi: Fate of 3|500 men who keep dengue away uncertain,Uncertainty continues to loom over the regularisation of 3|500 domestic breeding checkers (DBC) with the municipal authorities unable to start an exercise to enrol them against the vacant positions of field workers.,22 Feb 2020,https://timesofindia.indiatimes.com/city/delhi/fate-of-3500-men-who-keep-dengue-away-uncertain/articleshow/74249885.cms
Dengue cases,Times of India,Amid Covid-19 fight| Chennai corporation begins dengue battle,The city corporation is neck deep in the battle against the raging Covid-19 pandemic| but it has also quietly started preparations for dengue prevention| given that the city is experiencing some rain.,04 Jul 2020,https://timesofindia.indiatimes.com/city/chennai/amid-covid-19-fight-chennai-corporation-begins-dengue-battle/articleshow/76781258.cms
Dengue cases,Times of India,With 726 dengue cases| Goa sees three-fold rise in 2019,In 2019| Goa registered 726 dengue cases. The number was highest in a decade. There was a steady rise in cases since 2017| but the number saw three-fold increase in 2019.,20 Jan 2020,https://timesofindia.indiatimes.com/city/goa/with-726-dengue-cases-goa-sees-three-fold-rise-in-2019/articleshow/73396920.cms
Dengue cases,Times of India,Drop in number of dengue positive cases this year,,2020-08-12T23:28:00Z,https://timesofindia.indiatimes.com/city/nashik/drop-in-number-of-dengue-positive-cases-this-year/articleshow/77511283.cms
Dengue cases,Times of India,Karnataka: Spurt in dengue cases in Dakshina Kannada district,Spurt in dengue cases at a time when Dakshina Kannada district is fighting Covid-19 has left the health department in a tight spot.,14 Jun 2020,https://timesofindia.indiatimes.com/city/mangaluru/karnataka-spurt-in-dengue-cases-in-dakshina-kannada-district/articleshow/76366916.cms
